Question_Id,Question_Topic,Question_Content,Passage_Id,Passage_Content,Score
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_8446762,"Champix (varenicline) is a prescription-only medicine which will greatly increase your chances of successfully quitting smoking. It works by relieving the craving and withdrawal symptoms associated with giving up smoking, and does not contain nicotine.hampix (varenicline) works by mimicking the effects of nicotine on the brain thus reducing withdrawal symptoms and cravings. Champix stimulates nicotinic receptors in the brain, which relieves the craving and withdrawal symptoms you can get when you stop smoking.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_337103,"Nicotine in medical products is used to aid in smoking cessation. Using a controlled amount helps reduce nicotine withdrawal symptoms when you quit smoking. It works by providing low levels, which may help you to quit smoking by lessening physical signs of withdrawal symptoms.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_7257446,"The physical withdrawal from nicotine is only temporary, but it can be difficult to cope with your bodyâs reaction. Smoking cessation aids can help you manage the symptoms of nicotine withdrawal. Quitting smoking without any aids is known as quitting âcold turkey.â People who use the cold turkey approach may begin to feel withdrawal symptoms as soon as two hours after their last cigarette.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_2805513,"Withdrawal Symptoms. When you decide to quit smoking or using tobacco, you may start to experience side effects. Many of these are due to nicotineâthe addictive substance found in most forms of tobaccoâincluding cigarettes. When you quit, youâre no longer getting the nicotine your brain is used to, and thatâs when the symptoms of nicotine withdrawal may begin. Withdrawal symptoms might not happen to everyone, but you may experience some or many of these symptoms.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_4312762,"How It Works. Varenicline is a pill you take that acts on sites in the brain affected by nicotine. Like nicotine medicines, varenicline helps with craving and withdrawal symptoms. But it also blocks the effects of nicotine from tobacco.If you start smoking again while taking varenicline, the medicine lowers the sense of satisfaction you get from smoking, improving the chances that you will quit.Varenicline does not contain nicotine and does not help you quit smoking in the same way that nicotine replacement therapy does.ow It Works. Varenicline is a pill you take that acts on sites in the brain affected by nicotine. Like nicotine medicines, varenicline helps with craving and withdrawal symptoms. But it also blocks the effects of nicotine from tobacco.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_7312082,"Quitting smoking is the single most important step you can take to protect your health and the health of your family. Sources: a. National Cancer Institute. How To Handle Withdrawal Symptoms and Triggers When You Decide To Quit Smoking.ecommend on Facebook Tweet ShareCompartir. 1  Quitting smoking at any age has benefits. 2  The sooner you quit, the sooner your body can begin to heal. 3  Tobacco smoke harms nonsmokers, too. 4  Quitting smoking is the single best way to protect your family from secondhand smoke. 4.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_6498274,"Nicotine is out of your body 72 hours after you quit smoking. Nicotine withdrawal symptoms usually reach their peak 2 to 3 days after you quit, and are gone within 1 to 3 months.(1) It takes at least 3 months for your brain chemistry to return to normal after you quit smoking.very smoker understands that smoking is also an oral addiction. When you quit smoking your brain will still crave the oral sensation of a cigarette. As part of your smoking cessation plan, stock up on oral substitutes like gum, raw vegetables, carrot sticks, hard candy, coffee stirrers, straws, etc.",0
25_1,Killer whales,Tell me about them .,MARCO_2357958,"Here are some of the imperative killer whale facts for kids including killer whales diet, habitat, vocalisations, behavior, reproduction, widespread range and distribution. The killer whale (Orcinus orca) is also known as orca or orca whale, and rarely referred to as blackfish.The whale is a toothed whale and it belongs to the oceanic dolphin family. These whales are known to survive in almost all the major oceans including Arctic, Antarctic and other tropical regions.he killer whale (Orcinus orca) is also known as orca or orca whale, and rarely referred to as blackfish. The whale is a toothed whale and it belongs to the oceanic dolphin family. These whales are known to survive in almost all the major oceans including Arctic, Antarctic and other tropical regions.",2
25_1,Killer whales,Tell me about them .,MARCO_3613321,"Orca the Killer Whale totem of cosmic mysteries. Orca Killer Whale Symbol... Orca which is also known as the magnificent Killer Whale, is the awesome and mighty guardian of the cosmos, and cosmic journeys .Aura & Meaning of the Orca.When we are at the oceans edge and catch sight of the beautiful Killer Whale and Orca we are captivated by their size, their strength, power, their beauty and grace. Effortlessly they convey the symbols and energies of connection and leadership.rca the Killer Whale totem of cosmic mysteries. Orca Killer Whale Symbol... Orca which is also known as the magnificent Killer Whale, is the awesome and mighty guardian of the cosmos, and cosmic journeys .",1
25_1,Killer whales,Tell me about them .,MARCO_3613319,"The killer whale (Orcinus orca), also referred to as the orca whale or orca, and less commonly as the blackfish or grampus, is a toothed whale belonging to the oceanic dolphin family, of which it is the largest member. Killer whales are found in all oceans, from Arctic and Antarctic regions to tropical seas.he killer whale (Orcinus orca), also referred to as the orca whale or orca, and less commonly as the blackfish or grampus, is a toothed whale belonging to the oceanic dolphin family, of which it is the largest member. Killer whales are found in all oceans, from Arctic and Antarctic regions to tropical seas.",2
25_1,Killer whales,Tell me about them .,MARCO_6142845,"To find out whether orcas live up to the name killer whale, we need to get a few things straight. Orcas aren't classified as whales. Rather, Orcinus orca belongs to the dolphin family (Delphinidae) and is the largest of all dolphins.Something else may surprise you -- killer whales don't hunt humans.In fact, whalers working in Twofold Bay, near Australia, claimed that killer whales helped them hunt other whales [source: PBS ].o find out whether orcas live up to the name killer whale, we need to get a few things straight. Orcas aren't classified as whales. Rather, Orcinus orca belongs to the dolphin family (Delphinidae) and is the largest of all dolphins.",2
